[00:00:31] [Server thread/INFO]: ThiagoRX hit the ground too hard
[00:00:32] [Server thread/FATAL]: Error executing task on Server
java.lang.NullPointerException: null
	at yf.b(SourceFile:201) ~[server.jar:?]
	at xy.a(SourceFile:938) ~[server.jar:?]
	at yk.a(SourceFile:478) ~[server.jar:?]
	at ze.a(SourceFile:860) ~[server.jar:?]
	at rk.a(SourceFile:122) ~[server.jar:?]
	at rk$b.a(SourceFile:18) ~[server.jar:?]
	at nb.a(SourceFile:21) ~[server.jar:?]
	at ui.run(SourceFile:18) ~[server.jar:?]
	at alh.c(SourceFile:144) [server.jar:?]
	at all.c(SourceFile:23) [server.jar:?]
	at net.minecraft.server.MinecraftServer.b(SourceFile:741) [server.jar:?]
	at net.minecraft.server.MinecraftServer.c(SourceFile:140) [server.jar:?]
	at alh.x(SourceFile:118) [server.jar:?]
	at net.minecraft.server.MinecraftServer.bb(SourceFile:723) [server.jar:?]
	at net.minecraft.server.MinecraftServer.x(SourceFile:717) [server.jar:?]
	at alh.c(SourceFile:127) [server.jar:?]
	at net.minecraft.server.MinecraftServer.w(SourceFile:702) [server.jar:?]
	at net.minecraft.server.MinecraftServer.run(SourceFile:654) [server.jar:?]
	at java.lang.Thread.run(Thread.java:834) [?:?]
[00:03:25] [Server thread/INFO]: arockbet fell from a high place
[00:12:10] [Server thread/INFO]: ThiagoRX fell from a high place
[00:18:02] [Server thread/INFO]: <arockbet> 23 53
[00:18:18] [Server thread/INFO]: <arockbet> 23
[00:18:20] [Server thread/INFO]: <arockbet> 5
[00:19:17] [Server thread/INFO]: ThiagoRX fell from a high place
[00:24:51] [Server thread/INFO]: ThiagoRX fell from a high place
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:41] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:42] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:43] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:44] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:45] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:46] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:47] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:48] [Server thread/INFO]: mari_mlbp lost connection: Flying is not enabled on this server
[00:28:48] [Server thread/INFO]: mari_mlbp left the game
[00:28:56] [Server thread/INFO]: No entity was found
[00:28:57] [Server thread/INFO]: Unknown or incomplete command, see below for error
[00:28:57] [Server thread/INFO]: [A<--[HERE]
[00:28:59] [Server thread/INFO]: Unknown or incomplete command, see below for error
[00:28:59] [Server thread/INFO]: [A<--[HERE]
[00:29:03] [Server thread/INFO]: No entity was found
[00:29:10] [User Authenticator #20/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[00:29:10] [Server thread/INFO]: mari_mlbp[/177.37.233.63:62892] logged in with entity id 7073 at (181.68461231580363, 63.7531999805212, -30.81420247471122)
[00:29:10] [Server thread/INFO]: mari_mlbp joined the game
[00:29:10] [Server thread/INFO]: Teleported mari_mlbp to ThiagoRX
[00:29:11] [Server thread/INFO]: Teleported mari_mlbp to ThiagoRX
[00:29:11] [Server thread/INFO]: Teleported mari_mlbp to ThiagoRX
[00:29:20] [Server thread/INFO]: Teleported mari_mlbp to ThiagoRX
[00:30:01] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[00:30:01] [Server thread/INFO]: mari_mlbp left the game
[00:30:06] [User Authenticator #21/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[00:30:06] [Server thread/INFO]: mari_mlbp[/177.37.233.63:40348] logged in with entity id 7105 at (63.52059546280254, 249.0, 13.253992766334068)
[00:30:06] [Server thread/INFO]: mari_mlbp joined the game
[00:30:06] [Server thread/INFO]: ThiagoRX fell from a high place
[00:30:36] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[00:30:36] [Server thread/INFO]: mari_mlbp left the game
[00:32:37] [Server thread/INFO]: arockbet fell from a high place
[00:33:20] [Server thread/INFO]: ThiagoRX fell from a high place
[00:36:58] [Server thread/INFO]: arockbet fell from a high place
[00:37:18] [Server thread/INFO]: arockbet was shot by Skeleton
[00:39:27] [Server thread/INFO]: arockbet fell from a high place
[00:47:47] [Server thread/INFO]: ThiagoRX was slain by Enderman
[00:48:28] [User Authenticator #22/INFO]: UUID of player neg0ney is dc0b9d51-d94f-4559-850f-9a3549017d89
[00:48:28] [Server thread/INFO]: neg0ney[/131.161.135.14:50726] logged in with entity id 11550 at (181.6636999428831, 63.0, -33.50340030522124)
[00:48:28] [Server thread/INFO]: neg0ney joined the game
[00:48:46] [Server thread/INFO]: <neg0ney> oi
[00:48:50] [Server thread/INFO]: <arockbet> oi
[00:48:58] [Server thread/WARN]: Fetching packet for removed entity azt['Air'/11777, l='world', x=217.65, y=63.00, z=-50.17]
[00:50:15] [Server thread/INFO]: arockbet fell from a high place
[00:53:22] [Server thread/INFO]: arockbet fell from a high place
[00:53:23] [Server thread/INFO]: <neg0ney> KKKKKKKKKKKKKKKK
[00:55:43] [Server thread/WARN]: ThiagoRX moved too quickly! 0.13186484406568866,0.023088109101507825,10.223355945625144
[00:59:15] [Server thread/INFO]: arockbet fell from a high place
[01:02:53] [Server thread/INFO]: ThiagoRX tried to swim in lava
[01:05:28] [Server thread/INFO]: <arockbet> Bananya
[01:13:15] [Server thread/INFO]: ThiagoRX was slain by Enderman
[01:13:20] [Server thread/INFO]: <ThiagoRX> 71 -67
[01:20:50] [User Authenticator #23/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:20:50] [Server thread/INFO]: mari_mlbp[/177.37.233.63:38635] logged in with entity id 18725 at (63.52059546280254, 249.0, 13.253992766334068)
[01:20:50] [Server thread/INFO]: mari_mlbp joined the game
[01:21:22] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[01:21:22] [Server thread/INFO]: mari_mlbp left the game
[01:21:43] [User Authenticator #24/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:21:43] [Server thread/INFO]: mari_mlbp[/177.37.233.63:15314] logged in with entity id 18737 at (63.52059546280254, 249.0, 13.253992766334068)
[01:21:43] [Server thread/INFO]: mari_mlbp joined the game
[01:22:14] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[01:22:14] [Server thread/INFO]: mari_mlbp left the game
[01:22:36] [Server thread/INFO]: arockbet fell from a high place
[01:24:12] [User Authenticator #25/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:24:12] [Server thread/INFO]: mari_mlbp[/177.37.233.63:12387] logged in with entity id 19246 at (196.5, 63.0, 2.5)
[01:24:12] [Server thread/INFO]: mari_mlbp joined the game
[01:24:58] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[01:24:58] [Server thread/INFO]: mari_mlbp left the game
[01:25:43] [User Authenticator #26/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:25:43] [Server thread/INFO]: mari_mlbp[/177.37.233.63:64043] logged in with entity id 19776 at (196.5, 63.0, 2.5)
[01:25:43] [Server thread/INFO]: mari_mlbp joined the game
[01:25:45] [Server thread/INFO]: mari_mlbp lost connection: Disconnected
[01:25:45] [Server thread/INFO]: mari_mlbp left the game
[01:27:15] [User Authenticator #27/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:27:15] [Server thread/INFO]: mari_mlbp[/177.37.233.63:57124] logged in with entity id 20308 at (196.5, 63.0, 2.5)
[01:27:15] [Server thread/INFO]: mari_mlbp joined the game
[01:27:38] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[01:27:38] [Server thread/INFO]: mari_mlbp left the game
[01:27:50] [User Authenticator #28/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[01:27:50] [Server thread/INFO]: mari_mlbp[/177.37.233.63:30936] logged in with entity id 20555 at (196.99112892107414, 63.0, -4.1581998211573605)
[01:27:50] [Server thread/INFO]: mari_mlbp joined the game
[01:28:06] [Server thread/INFO]: mari_mlbp lost connection: Timed out
[01:28:06] [Server thread/INFO]: mari_mlbp left the game
[01:28:27] [User Authenticator #29/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
